parent,child,relationshiptype
Node306,Node371,O
Node204,Node372,M
Node74,Node373,O
Node165,Node370,R
Node169,Node339,R
Node301,Node374,O
Node92,Node375,A
Node142,Node319,E
Node333,Node376,M
Node34,Node377,Star
Node92,Node359,E
Node49,Node343,E
Node52,Node378,Star
Node169,Node379,O
Node66,Node316,E
Node38,Node354,R
Node48,Node380,A
Node253,Node374,R
Node331,Node365,O
Node125,Node381,M
Node145,Node382,A
Node279,Node383,A
Node317,Node384,O
Node216,Node382,E
Node71,Node357,R
Node328,Node385,A
Node384,Node355,O
Node241,Node386,Star
Node314,Node372,Star
Node120,Node387,A
Node98,Node388,A
Node387,Node389,M
Node343,Node390,A
Node57,Node391,Star
Node138,Node392,O
Node23,Node393,O
Node338,Node394,O
Node20,Node334,R
Node35,Node395,A
Node374,Node342,O
Node98,Node384,E
Node80,Node383,E
Node180,Node296,Star
Node108,Node396,M
Node290,Node324,E
Node274,Node385,Star
Node287,Node397,Star
Node61,Node371,R
Node240,Node378,E
Node305,Node398,Star
Node153,Node243,E
Node329,Node399,O
Node18,Node291,E
Node334,Node400,A
Node68,Node369,R
Node208,Node308,E
Node358,Node401,Star
Node91,Node402,O
Node135,Node403,A
Node177,Node351,E
Node307,Node348,E
Node52,Node404,Star
Node353,Node400,A
Node183,Node405,O
Node185,Node390,R
Node100,Node406,O
Node393,Node407,O
Node390,Node408,Star
Node98,Node292,E
Node94,Node388,R
Node317,Node380,E
Node331,Node402,R
Node32,Node409,O
Node96,Node410,A
Node134,Node411,A
Node127,Node412,O
Node347,Node413,Star
Node261,Node364,Star
Node184,Node414,O
Node56,Node415,A
Node219,Node416,O
Node315,Node283,O
Node276,Node417,M
Node248,Node418,O
Node101,Node419,A
Node263,Node420,O
Node122,Node314,O
Node277,Node421,Star
Node297,Node422,A
Node184,Node423,O
Node36,Node424,Star
Node275,Node389,R
Node192,Node367,Star
Node148,Node377,E
Node300,Node350,A
Node211,Node399,A
Node65,Node395,R
Node250,Node425,O
Node184,Node376,E
Node103,Node426,A
Node205,Node427,O
Node328,Node428,A
Node408,Node429,O
Node247,Node430,O
Node266,Node419,Star
Node119,Node431,M
Node216,Node325,E
Node370,Node432,A
Node211,Node425,E
Node208,Node433,A
Node129,Node409,E
Node31,Node434,Star
Node336,Node363,O
Node406,Node435,A
Node184,Node435,E
Node195,Node412,E
Node361,Node436,O
Node119,Node437,O
Node389,Node360,Star
Node191,Node403,R
Node401,Node438,O
Node42,Node405,E
Node56,Node362,E
Node275,Node439,O
Node142,Node440,Star
Node233,Node421,E
Node287,Node441,Star
Node180,Node345,R
Node337,Node398,E
Node174,Node442,Star
Node97,Node443,A
Node415,Node444,O
Node246,Node445,O
Node242,Node446,O
Node339,Node446,A
Node379,Node447,O
Node230,Node448,Star
Node215,Node449,Star
Node374,Node274,R
Node245,Node450,O
Node398,Node432,A
Node359,Node436,Star
Node328,Node392,E
Node286,Node410,O
Node109,Node451,Star
Node20,Node452,A
Node357,Node453,A
Node291,Node454,A
Node112,Node423,R
Node175,Node455,O
Node40,Node456,O
Node412,Node457,A
Node199,Node458,A
Node230,Node430,R
Node256,Node459,O
Node413,Node460,O
Node457,Node461,A
Node383,Node462,A
Node215,Node463,Star
Node414,Node464,Star
Node209,Node465,Star
Node409,Node466,O
Node200,Node467,O
Node408,Node468,M
Node123,Node469,O
Node369,Node330,Star
Node15,Node459,R
Node97,Node391,E
Node93,Node441,E
Node261,Node373,E
Node441,Node470,A
Node243,Node470,E
Node298,Node471,Star
Node127,Node472,O
Node238,Node473,Star
Node100,Node474,O
Node215,Node475,Star
Node180,Node418,R
Node251,Node476,A
Node268,Node477,Star
Node349,Node428,Star
Node295,Node478,Star
Node397,Node393,O
Node156,Node413,Star
Node199,Node427,E
Node346,Node429,A
Node69,Node472,E
Node58,Node474,E
Node22,Node463,R
Node474,Node479,Star
Node103,Node455,R
Node475,Node480,O
Node294,Node466,Star
Node53,Node396,E
Node305,Node481,Star
Node96,Node482,A
Node20,Node483,A
Node49,Node484,O
Node371,Node485,Star
Node165,Node486,O
Node203,Node487,Star
Node193,Node475,E
Node377,Node406,Star
Node73,Node488,Star
Node42,Node489,O
Node349,Node456,R
Node274,Node424,E
Node68,Node375,R
Node269,Node426,O
Node350,Node490,A
Node228,Node491,O
Node484,Node492,O
Node253,Node493,A
Node312,Node494,M
Node153,Node490,E
Node4,Node440,R
Node148,Node495,Star
Node240,Node496,A
Node409,Node497,O
Node391,Node498,O
Node305,Node496,R
Node49,Node451,E
Node435,Node499,Star
Node447,Node500,Star
Node423,Node501,O
Node330,Node488,O
Node15,Node502,O
Node216,Node503,O
Node150,Node471,E
Node484,Node504,O
Node172,Node447,E
Node2,Node433,E
Node375,Node505,A
Node245,Node506,O
Node213,Node507,Star
Node43,Node508,O
Node257,Node473,R
Node47,Node509,O
Node179,Node510,O
Node181,Node511,M
Node288,Node512,O
Node28,Node502,E
Node296,Node437,Star
Node27,Node513,A
Node497,Node514,A
Node253,Node278,R
Node502,Node509,Star
Node411,Node515,M
Node196,Node349,E
Node33,Node516,A
Node304,Node517,Star
Node415,Node518,O
Node401,Node519,O
Node162,Node491,R
Node397,Node520,O
Node61,Node501,R
Node314,Node521,Star
Node137,Node522,A
Node220,Node523,A
Node41,Node524,O
Node136,Node525,O
Node297,Node442,E
Node473,Node526,A
Node197,Node527,O
Node494,Node485,A
Node66,Node528,O
Node417,Node528,Star
Node197,Node529,O
Node198,Node530,M
Node224,Node529,R
Node289,Node531,Star
Node214,Node532,O
Node201,Node533,Star
Node224,Node534,A
Node105,Node327,R
Node156,Node535,Star
Node195,Node536,A
Node519,Node337,A
Node488,Node537,O
Node38,Node420,R
Node36,Node452,E
Node311,Node486,A
Node305,Node538,Star
Node14,Node539,A
Node395,Node530,A
Node482,Node540,Star
Node277,Node541,Star
Node496,Node542,Star
Node191,Node543,O
Node275,Node544,O
Node79,Node545,O
Node329,Node546,O
Node47,Node477,E
Node438,Node547,M
Node135,Node525,R
Node68,Node548,Star
Node318,Node549,M
Node182,Node550,A
Node509,Node464,A
Node411,Node551,M
Node328,Node531,E
Node24,Node552,M
Node497,Node553,A
Node352,Node554,M
Node322,Node555,M
Node354,Node556,A
Node259,Node557,A
Node215,Node422,E
Node364,Node479,A
Node255,Node558,O
Node458,Node559,M
Node18,Node560,A
Node297,Node508,E
Node476,Node561,O
Node360,Node517,Star
Node463,Node484,O
Node18,Node562,A
Node262,Node494,E
Node23,Node563,O
Node371,Node415,E
Node275,Node520,R
Node417,Node336,E
Node211,Node564,A
Node504,Node554,O
Node454,Node558,Star
Node332,Node516,R
Node299,Node565,O
Node54,Node566,O
Node309,Node567,Star
Node207,Node469,R
Node34,Node417,E
Node165,Node568,O
Node33,Node569,A
Node562,Node570,O
Node15,Node407,R
Node551,Node553,A
Node438,Node571,O
Node528,Node527,O
Node333,Node572,M
Node401,Node573,O
Node339,Node574,A
Node313,Node575,Star
Node222,Node576,Star
Node329,Node577,M
Node353,Node576,R
Node485,Node578,A
Node301,Node579,O
Node559,Node543,O
Node476,Node580,M
Node179,Node581,O
Node22,Node353,R
Node484,Node582,O
Node368,Node583,O
Node476,Node584,O
Node273,Node544,R
Node485,Node582,E
Node2,Node585,O
Node179,Node586,O
Node236,Node587,O
Node329,Node588,O
Node431,Node589,M
Node40,Node492,R
Node281,Node522,R
Node307,Node590,O
Node401,Node591,O
Node567,Node565,O
Node409,Node538,E
Node43,Node519,R
Node421,Node592,O
Node261,Node593,Star
Node588,Node523,O
Node37,Node594,Star
Node531,Node515,A
Node487,Node552,Star
Node68,Node500,R
Node28,Node595,Star
Node541,Node512,A
Node318,Node596,O
Node427,Node513,A
Node488,Node597,O
Node323,Node548,R
Node431,Node598,O
Node415,Node379,R
Node300,Node584,E
Node5,Node599,A
Node242,Node600,O
Node224,Node414,R
Node508,Node601,Star
Node86,Node480,Star
Node284,Node602,Star
Node87,Node603,Star
Node87,Node604,Star
Node225,Node586,E
Node513,Node571,A
Node557,Node605,Star
Node274,Node561,E
Node105,Node606,Star
Node229,Node368,E
Node37,Node607,Star
Node58,Node526,E
Node581,Node608,A
Node269,Node609,O
Node387,Node610,O
Node510,Node545,Star
Node274,Node595,E
Node404,Node611,M
Node365,Node612,Star
Node321,Node585,A
Node332,Node537,R
Node464,Node454,A
Node196,Node613,Star
Node363,Node606,A
Node517,Node614,O
Node98,Node615,A
Node608,Node599,O
Node249,Node616,Star
Node88,Node453,R
Node584,Node617,A
Node197,Node482,R
Node24,Node618,O
Node450,Node610,A
Node410,Node619,A
Node354,Node620,A
Node612,Node621,Star
Node204,Node622,M
Node227,Node623,O
Node587,Node598,A
Node516,Node624,O
Node84,Node555,R
Node17,Node625,A
Node520,Node521,O
Node412,Node498,E
Node596,Node626,A
Node565,Node627,Star
Node164,Node628,O
Node78,Node629,A
Node344,Node630,Star
Node283,Node559,E
Node203,Node539,E
Node612,Node581,R
Node185,Node601,R
Node495,Node631,O
Node551,Node594,R
Node300,Node632,A
Node245,Node633,O
Node206,Node634,O
Node174,Node460,R
Node506,Node622,O
Node206,Node635,O
Node49,Node636,O
Node206,Node637,O
Node287,Node547,E
Node589,Node638,O
Node224,Node358,R
Node374,Node551,R
Node55,Node639,M
Node323,Node604,R
Node161,Node640,O
Node430,Node591,Star
Node175,Node641,O
Node342,Node642,O
Node636,Node643,M
Node356,Node644,Star
Node308,Node645,A
Node163,Node643,R
Node635,Node646,M
Node54,Node647,O
Node194,Node648,M
Node243,Node542,E
Node401,Node649,M
Node235,Node650,A
Node366,Node651,O
Node497,Node652,A
Node321,Node653,A
Node74,Node654,O
Node160,Node633,E
Node176,Node655,O
Node168,Node497,O
Node186,Node560,E
Node163,Node612,R
Node441,Node656,A
Node256,Node657,O
Node384,Node658,O
Node631,Node659,O
Node24,Node660,O
Node443,Node607,O
Node606,Node661,A
Node148,Node625,E
Node480,Node611,Star
Node43,Node662,O
Node462,Node663,M
Node366,Node664,M
Node429,Node665,O
Node623,Node510,O
Node372,Node666,Star
Node204,Node667,M
Node609,Node668,Star
Node281,Node669,A
Node178,Node670,O
Node557,Node671,Star
Node8,Node672,O
Node208,Node673,A
Node10,Node532,R
Node503,Node674,Star
Node660,Node675,Star
Node159,Node676,O
Node534,Node677,O
Node616,Node651,Star
Node592,Node678,O
Node443,Node587,R
Node494,Node518,R
Node499,Node467,A
Node72,Node628,R
Node256,Node640,E
Node93,Node570,E
Node421,Node679,O
Node149,Node677,A
Node663,Node680,O
Node486,Node557,O
Node459,Node681,A
Node444,Node682,O
Node20,Node683,A
Node679,Node684,M
Node678,Node685,Star
Node397,Node642,R
Node450,Node589,R
Node427,Node669,E
Node570,Node686,O
Node621,Node687,Star
Node327,Node504,A
Node458,Node688,O
Node82,Node689,A
Node246,Node690,M
Node355,Node691,O
Node291,Node692,A
Node217,Node639,R
Node289,Node626,E
Node624,Node693,Star
Node377,Node681,E
Node270,Node694,A
Node495,Node695,O
Node312,Node696,M
Node435,Node697,Star
Node655,Node698,A
Node353,Node507,R
Node599,Node699,O
Node145,Node700,A
Node532,Node649,Star
Node652,Node578,Star
Node161,Node687,R
Node9,Node688,R
Node299,Node701,O
Node701,Node702,O
Node278,Node703,A
Node689,Node503,O
Node453,Node381,Star
Node61,Node704,A
Node9,Node563,R
Node425,Node705,Star
Node185,Node696,R
Node62,Node457,E
Node318,Node706,M
Node117,Node574,R
Node196,Node702,E
Node60,Node707,Star
Node165,Node708,O
Node206,Node709,O
Node264,Node710,A
Node356,Node711,Star
Node113,Node712,A
Node116,Node713,O
Node568,Node714,Star
Node710,Node715,A
Node684,Node567,O
Node426,Node716,A
Node347,Node684,E
Node417,Node717,Star
Node41,Node691,R
Node560,Node590,O
Node473,Node718,A
Node672,Node667,A
Node451,Node719,O
Node467,Node624,O
Node222,Node720,Star
Node635,Node721,M
Node187,Node661,R
Node711,Node449,O
Node707,Node722,Star
Node279,Node723,A
Node203,Node724,Star
Node652,Node725,Star
Node308,Node573,E
Node32,Node726,M
Node428,Node646,O
Node220,Node693,R
Node496,Node727,Star
Node21,Node728,A
Node264,Node729,A
Node135,Node613,R
Node441,Node729,E
Node715,Node730,O
Node307,Node394,E
Node469,Node731,Star
Node646,Node732,O
Node26,Node708,R
Node159,Node733,O
Node667,Node734,O
Node228,Node735,O
Node609,Node605,R
Node297,Node736,A
Node379,Node683,R
Node427,Node487,E
Node427,Node737,A
Node612,Node690,R
Node413,Node738,O
Node516,Node659,R
Node250,Node734,E
Node626,Node602,A
Node412,Node540,E
Node552,Node739,A
Node228,Node740,M
Node525,Node703,O
Node216,Node741,O
Node703,Node742,A
Node546,Node743,A
Node384,Node744,O
Node416,Node718,O
Node60,Node745,Star
Node141,Node711,R
Node732,Node728,Star
Node534,Node746,O
Node442,Node577,O
Node151,Node738,A
Node481,Node747,O
Node409,Node748,O
Node440,Node749,Star
Node167,Node750,O
Node648,Node751,O
Node726,Node752,M
Node343,Node753,A
Node584,Node754,A
Node596,Node735,E
Node344,Node755,Star
Node98,Node648,E
Node172,Node756,O
Node613,Node757,Star
Node654,Node727,O
Node391,Node758,O
Node20,Node493,R
Node661,Node759,O
Node332,Node695,R
Node740,Node749,A
Node13,Node760,O
Node611,Node483,O
Node213,Node761,Star
Node162,Node489,R
Node759,Node732,O
Node509,Node762,A
Node195,Node751,E
Node364,Node763,A
Node482,Node764,Star
Node368,Node739,R
Node153,Node765,A
Node61,Node662,R
Node205,Node755,E
Node46,Node766,A
Node733,Node742,A
Node334,Node535,R
Node331,Node692,R
Node573,Node468,O
Node465,Node767,Star
Node183,Node768,O
Node333,Node769,M
Node602,Node770,Star
Node318,Node771,M
Node337,Node676,E
Node159,Node434,R
Node131,Node772,O
Node210,Node773,O
Node608,Node328,E
Node603,Node774,O
Node542,Node737,Star
Node347,Node715,E
Node688,Node757,Star
Node677,Node725,A
Node352,Node775,M
Node487,Node776,Star
Node333,Node777,O
Node527,Node698,A
Node136,Node778,O
Node435,Node665,R
Node425,Node779,Star
Node284,Node654,R
Node79,Node629,R
Node174,Node780,Star
Node78,Node678,R
Node362,Node781,A
Node296,Node782,Star
Node643,Node546,Star
Node554,Node575,O
Node314,Node600,R
Node401,Node783,M
Node307,Node784,O
Node609,Node765,R
Node595,Node785,Star
Node665,Node786,Star
Node461,Node787,O
Node598,Node788,A
Node540,Node789,Star
Node627,Node713,O
Node13,Node790,O
Node64,Node779,E
Node169,Node791,O
Node578,Node792,O
Node646,Node793,O
Node372,Node794,Star
Node219,Node717,E
Node8,Node795,O
Node190,Node704,R
Node791,Node697,Star
Node256,Node796,O
Node99,Node786,R
Node553,Node797,Star
Node792,Node798,O
Node282,Node799,M
