parent,child,relationshiptype
Node22,Node347,Star
Node69,Node339,R
Node160,Node348,A
Node145,Node347,R
Node125,Node349,M
Node7,Node350,O
Node38,Node272,O
Node290,Node291,R
Node346,Node351,O
Node77,Node352,O
Node71,Node260,R
Node348,Node328,E
Node44,Node353,O
Node293,Node303,E
Node298,Node212,R
Node272,Node304,E
Node316,Node294,E
Node313,Node240,R
Node242,Node292,R
Node213,Node354,A
Node77,Node355,O
Node80,Node356,Star
Node154,Node357,M
Node46,Node305,R
Node194,Node358,O
Node209,Node324,R
Node196,Node359,O
Node54,Node326,R
Node333,Node307,R
Node75,Node360,Star
Node355,Node345,E
Node351,Node361,Star
Node295,Node357,E
Node57,Node362,O
Node47,Node363,A
Node289,Node335,R
Node290,Node350,R
Node334,Node300,R
Node226,Node364,A
Node237,Node318,O
Node131,Node295,E
Node72,Node365,O
Node354,Node366,Star
Node252,Node286,R
Node347,Node349,R
Node61,Node296,R
Node82,Node185,R
Node314,Node367,A
Node165,Node366,R
Node90,Node334,E
Node219,Node368,Star
Node222,Node369,M
Node136,Node171,E
Node26,Node276,R
Node106,Node325,R
Node291,Node370,O
Node345,Node371,O
Node118,Node372,Star
Node258,Node354,R
Node324,Node373,M
Node141,Node329,E
Node191,Node313,E
Node150,Node374,M
Node361,Node375,A
Node347,Node363,R
Node312,Node362,R
Node184,Node375,E
Node174,Node336,R
Node46,Node376,Star
Node52,Node368,E
Node257,Node377,Star
Node252,Node346,R
Node257,Node352,R
Node110,Node378,M
Node114,Node379,A
Node79,Node376,O
Node329,Node380,Star
Node282,Node381,A
Node84,Node382,A
Node281,Node321,R
Node157,Node289,E
Node187,Node278,R
Node314,Node383,A
Node135,Node384,Star
Node224,Node385,O
Node289,Node344,R
Node312,Node383,R
Node49,Node386,Star
Node21,Node387,Star
Node298,Node387,R
Node159,Node388,Star
Node225,Node389,A
Node87,Node243,R
Node97,Node390,Star
Node227,Node284,R
Node348,Node269,E
Node130,Node378,E
Node155,Node391,A
Node227,Node302,R
Node98,Node392,O
Node305,Node393,M
Node32,Node394,M
Node299,Node395,Star
Node295,Node309,E
Node280,Node367,E
Node161,Node314,R
Node2,Node396,M
Node342,Node348,O
Node384,Node397,O
Node166,Node338,R
Node81,Node380,R
Node202,Node398,O
Node386,Node399,Star
Node309,Node400,A
Node383,Node401,Star
Node398,Node397,R
Node208,Node355,R
Node296,Node396,R
Node303,Node258,E
Node32,Node382,O
Node382,Node402,Star
Node69,Node340,R
Node198,Node403,O
Node65,Node386,E
Node168,Node404,Star
Node336,Node374,E
Node115,Node385,R
Node139,Node405,O
Node330,Node400,R
Node130,Node341,E
Node142,Node351,R
Node302,Node394,E
Node177,Node364,E
Node185,Node372,E
Node12,Node406,Star
Node212,Node407,Star
Node60,Node253,E
Node327,Node319,R
Node109,Node379,E
Node97,Node408,Star
Node354,Node395,E
Node73,Node409,M
Node285,Node410,M
Node398,Node411,A
Node341,Node412,Star
Node37,Node381,O
Node317,Node413,Star
Node178,Node414,Star
Node399,Node384,E
Node273,Node415,O
Node263,Node413,O
Node274,Node416,M
Node174,Node299,R
Node269,Node403,R
Node249,Node373,O
Node100,Node409,E
Node391,Node417,O
Node95,Node371,E
Node328,Node418,O
Node31,Node342,R
Node247,Node419,Star
Node130,Node356,E
Node36,Node358,R
Node312,Node308,R
Node385,Node393,E
Node220,Node420,O
Node283,Node370,R
Node287,Node421,A
Node332,Node422,O
Node338,Node423,A
Node13,Node424,Star
Node185,Node425,Star
Node308,Node402,E
Node150,Node426,M
Node366,Node359,O
Node397,Node427,A
Node362,Node425,O
Node284,Node361,O
Node417,Node410,R
Node178,Node428,Star
Node22,Node323,R
Node68,Node429,O
Node77,Node430,O
Node301,Node431,Star
Node174,Node432,A
Node217,Node433,M
Node222,Node434,M
Node42,Node435,O
Node140,Node369,O
Node208,Node359,R
Node174,Node436,A
Node51,Node428,O
Node230,Node317,R
Node132,Node424,R
Node119,Node437,O
Node63,Node434,E
Node359,Node430,O
Node74,Node438,O
Node271,Node439,Star
Node178,Node337,R
Node420,Node440,A
Node120,Node441,O
Node22,Node353,R
Node227,Node442,Star
Node159,Node443,Star
Node15,Node389,R
Node279,Node435,E
Node326,Node444,O
Node367,Node429,E
Node186,Node445,O
Node20,Node432,R
Node408,Node343,E
Node325,Node436,O
Node426,Node412,E
Node22,Node446,Star
Node42,Node447,O
Node108,Node448,O
Node395,Node449,Star
Node379,Node450,A
Node319,Node420,R
Node34,Node451,Star
Node445,Node452,Star
Node383,Node443,R
Node77,Node453,O
Node146,Node439,E
Node183,Node454,M
Node318,Node418,O
Node329,Node455,Star
Node202,Node405,E
Node31,Node427,R
Node345,Node392,E
Node44,Node456,O
Node253,Node457,O
Node300,Node458,A
Node220,Node445,E
Node154,Node459,M
Node273,Node406,E
Node81,Node452,R
Node401,Node460,A
Node249,Node441,O
Node256,Node430,R
Node390,Node460,E
Node220,Node461,O
Node388,Node462,O
Node103,Node463,A
Node269,Node464,A
Node341,Node465,Star
Node89,Node466,M
Node342,Node467,M
Node95,Node468,Star
Node408,Node469,Star
Node313,Node464,R
Node373,Node470,M
Node187,Node471,O
Node46,Node472,Star
Node171,Node473,O
Node200,Node474,O
Node187,Node475,O
Node317,Node474,E
Node76,Node476,O
Node114,Node416,E
Node446,Node477,M
Node240,Node388,R
Node237,Node423,O
Node319,Node421,R
Node75,Node478,Star
Node248,Node479,O
Node428,Node438,R
Node342,Node480,M
Node67,Node441,R
Node310,Node417,R
Node229,Node481,M
Node41,Node482,M
Node352,Node440,E
Node461,Node466,E
Node413,Node483,A
Node129,Node275,E
Node92,Node484,A
Node198,Node408,E
Node475,Node485,O
Node153,Node480,R
Node115,Node465,R
Node322,Node486,O
Node337,Node487,M
Node442,Node418,R
Node194,Node488,O
Node165,Node411,R
Node194,Node489,O
Node106,Node490,O
Node346,Node472,E
Node154,Node457,O
Node91,Node365,R
Node202,Node377,E
Node246,Node491,M
Node113,Node431,R
Node227,Node401,R
Node62,Node492,Star
Node124,Node493,O
Node376,Node458,E
Node441,Node468,E
Node134,Node494,O
Node361,Node450,R
Node411,Node433,R
Node264,Node399,E
Node146,Node442,E
Node470,Node495,O
Node192,Node496,O
Node350,Node471,R
Node68,Node497,O
Node437,Node498,Star
Node340,Node484,O
Node85,Node499,Star
Node322,Node455,R
Node248,Node478,R
Node209,Node469,R
Node89,Node500,M
Node50,Node496,R
Node165,Node501,O
Node281,Node502,A
Node145,Node503,O
Node131,Node504,A
Node156,Node505,Star
Node452,Node506,M
Node342,Node463,O
Node429,Node485,R
Node407,Node507,A
Node105,Node491,R
Node86,Node508,A
Node431,Node437,R
Node261,Node509,A
Node434,Node510,M
Node118,Node237,R
Node440,Node511,Star
Node361,Node507,R
Node105,Node512,Star
Node129,Node513,A
Node288,Node497,E
Node168,Node447,R
Node402,Node514,O
Node401,Node515,A
Node246,Node516,M
Node498,Node391,O
Node116,Node489,E
Node136,Node512,E
Node63,Node517,Star
Node244,Node498,E
Node517,Node486,R
Node19,Node479,E
